SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011
050,28,001,Mississippi,Adams County,0,0,1,14368,14368,14331,14206
050,28,001,Mississippi,Adams County,0,0,2,17368,17368,17371,17263
050,28,001,Mississippi,Adams County,0,0,3,125,125,125,135
050,28,001,Mississippi,Adams County,0,0,4,129,129,129,138
050,28,001,Mississippi,Adams County,0,0,5,4,4,4,4
050,28,001,Mississippi,Adams County,0,0,6,303,303,303,321
050,28,001,Mississippi,Adams County,0,1,1,12505,12505,12468,12330
050,28,001,Mississippi,Adams County,0,1,2,17162,17162,17165,17051
050,28,001,Mississippi,Adams County,0,1,3,77,77,77,79
050,28,001,Mississippi,Adams County,0,1,4,127,127,127,136
050,28,001,Mississippi,Adams County,0,1,5,3,3,3,3
050,28,001,Mississippi,Adams County,0,1,6,273,273,273,292
050,28,001,Mississippi,Adams County,0,2,1,1863,1863,1863,1876
050,28,001,Mississippi,Adams County,0,2,2,206,206,206,212
050,28,001,Mississippi,Adams County,0,2,3,48,48,48,56
050,28,001,Mississippi,Adams County,0,2,4,2,2,2,2
050,28,001,Mississippi,Adams County,0,2,5,1,1,1,1
050,28,001,Mississippi,Adams County,0,2,6,30,30,30,29
050,28,001,Mississippi,Adams County,1,0,1,7768,7768,7752,7700
050,28,001,Mississippi,Adams County,1,0,2,8057,8057,8058,8004
050,28,001,Mississippi,Adams County,1,0,3,80,80,80,82
050,28,001,Mississippi,Adams County,1,0,4,79,79,79,82
050,28,001,Mississippi,Adams County,1,0,5,2,2,2,2
050,28,001,Mississippi,Adams County,1,0,6,143,143,143,150
050,28,001,Mississippi,Adams County,1,1,1,6007,6007,5991,5943
050,28,001,Mississippi,Adams County,1,1,2,7898,7898,7899,7842
050,28,001,Mississippi,Adams County,1,1,3,35,35,35,37
050,28,001,Mississippi,Adams County,1,1,4,77,77,77,80
050,28,001,Mississippi,Adams County,1,1,5,2,2,2,2
050,28,001,Mississippi,Adams County,1,1,6,121,121,121,129
050,28,001,Mississippi,Adams County,1,2,1,1761,1761,1761,1757
050,28,001,Mississippi,Adams County,1,2,2,159,159,159,162
050,28,001,Mississippi,Adams County,1,2,3,45,45,45,45
050,28,001,Mississippi,Adams County,1,2,4,2,2,2,2
050,28,001,Mississippi,Adams County,1,2,5,0,0,0,0
050,28,001,Mississippi,Adams County,1,2,6,22,22,22,21
050,28,001,Mississippi,Adams County,2,0,1,6600,6600,6579,6506
050,28,001,Mississippi,Adams County,2,0,2,9311,9311,9313,9259
050,28,001,Mississippi,Adams County,2,0,3,45,45,45,53
050,28,001,Mississippi,Adams County,2,0,4,50,50,50,56
050,28,001,Mississippi,Adams County,2,0,5,2,2,2,2
050,28,001,Mississippi,Adams County,2,0,6,160,160,160,171
050,28,001,Mississippi,Adams County,2,1,1,6498,6498,6477,6387
050,28,001,Mississippi,Adams County,2,1,2,9264,9264,9266,9209
050,28,001,Mississippi,Adams County,2,1,3,42,42,42,42
050,28,001,Mississippi,Adams County,2,1,4,50,50,50,56
050,28,001,Mississippi,Adams County,2,1,5,1,1,1,1
050,28,001,Mississippi,Adams County,2,1,6,152,152,152,163
050,28,001,Mississippi,Adams County,2,2,1,102,102,102,119
050,28,001,Mississippi,Adams County,2,2,2,47,47,47,50
050,28,001,Mississippi,Adams County,2,2,3,3,3,3,11
050,28,001,Mississippi,Adams County,2,2,4,0,0,0,0
050,28,001,Mississippi,Adams County,2,2,5,1,1,1,1
050,28,001,Mississippi,Adams County,2,2,6,8,8,8,8
050,28,003,Mississippi,Alcorn County,0,0,1,32253,32253,32270,32045
050,28,003,Mississippi,Alcorn County,0,0,2,4247,4247,4259,4389
050,28,003,Mississippi,Alcorn County,0,0,3,103,103,103,113
050,28,003,Mississippi,Alcorn County,0,0,4,123,123,123,146
050,28,003,Mississippi,Alcorn County,0,0,5,12,12,12,12
050,28,003,Mississippi,Alcorn County,0,0,6,319,319,318,347
050,28,003,Mississippi,Alcorn County,0,1,1,31337,31337,31353,31105
050,28,003,Mississippi,Alcorn County,0,1,2,4216,4216,4228,4356
050,28,003,Mississippi,Alcorn County,0,1,3,62,62,62,76
050,28,003,Mississippi,Alcorn County,0,1,4,122,122,122,144
050,28,003,Mississippi,Alcorn County,0,1,5,5,5,5,5
050,28,003,Mississippi,Alcorn County,0,1,6,305,305,304,323
050,28,003,Mississippi,Alcorn County,0,2,1,916,916,917,940
050,28,003,Mississippi,Alcorn County,0,2,2,31,31,31,33
050,28,003,Mississippi,Alcorn County,0,2,3,41,41,41,37
050,28,003,Mississippi,Alcorn County,0,2,4,1,1,1,2
050,28,003,Mississippi,Alcorn County,0,2,5,7,7,7,7
050,28,003,Mississippi,Alcorn County,0,2,6,14,14,14,24
050,28,003,Mississippi,Alcorn County,1,0,1,15834,15834,15838,15690
050,28,003,Mississippi,Alcorn County,1,0,2,2003,2003,2008,2071
050,28,003,Mississippi,Alcorn County,1,0,3,61,61,61,65
050,28,003,Mississippi,Alcorn County,1,0,4,55,55,55,70
050,28,003,Mississippi,Alcorn County,1,0,5,7,7,7,7
050,28,003,Mississippi,Alcorn County,1,0,6,151,151,151,179
050,28,003,Mississippi,Alcorn County,1,1,1,15253,15253,15256,15120
050,28,003,Mississippi,Alcorn County,1,1,2,1986,1986,1991,2053
050,28,003,Mississippi,Alcorn County,1,1,3,33,33,33,40
050,28,003,Mississippi,Alcorn County,1,1,4,55,55,55,70
050,28,003,Mississippi,Alcorn County,1,1,5,3,3,3,3
050,28,003,Mississippi,Alcorn County,1,1,6,145,145,145,164
050,28,003,Mississippi,Alcorn County,1,2,1,581,581,582,570
050,28,003,Mississippi,Alcorn County,1,2,2,17,17,17,18
050,28,003,Mississippi,Alcorn County,1,2,3,28,28,28,25
050,28,003,Mississippi,Alcorn County,1,2,4,0,0,0,0
050,28,003,Mississippi,Alcorn County,1,2,5,4,4,4,4
050,28,003,Mississippi,Alcorn County,1,2,6,6,6,6,15
050,28,003,Mississippi,Alcorn County,2,0,1,16419,16419,16432,16355
050,28,003,Mississippi,Alcorn County,2,0,2,2244,2244,2251,2318
050,28,003,Mississippi,Alcorn County,2,0,3,42,42,42,48
050,28,003,Mississippi,Alcorn County,2,0,4,68,68,68,76
050,28,003,Mississippi,Alcorn County,2,0,5,5,5,5,5
050,28,003,Mississippi,Alcorn County,2,0,6,168,168,167,168
050,28,003,Mississippi,Alcorn County,2,1,1,16084,16084,16097,15985
050,28,003,Mississippi,Alcorn County,2,1,2,2230,2230,2237,2303
050,28,003,Mississippi,Alcorn County,2,1,3,29,29,29,36
050,28,003,Mississippi,Alcorn County,2,1,4,67,67,67,74
050,28,003,Mississippi,Alcorn County,2,1,5,2,2,2,2
050,28,003,Mississippi,Alcorn County,2,1,6,160,160,159,159
050,28,003,Mississippi,Alcorn County,2,2,1,335,335,335,370
050,28,003,Mississippi,Alcorn County,2,2,2,14,14,14,15
050,28,003,Mississippi,Alcorn County,2,2,3,13,13,13,12
050,28,003,Mississippi,Alcorn County,2,2,4,1,1,1,2
050,28,003,Mississippi,Alcorn County,2,2,5,3,3,3,3
050,28,003,Mississippi,Alcorn County,2,2,6,8,8,8,9
050,28,005,Mississippi,Amite County,0,0,1,7587,7587,7571,7494
050,28,005,Mississippi,Amite County,0,0,2,5439,5436,5432,5436
050,28,005,Mississippi,Amite County,0,0,3,22,22,22,28
050,28,005,Mississippi,Amite County,0,0,4,12,12,12,17
050,28,005,Mississippi,Amite County,0,0,5,1,1,1,3
050,28,005,Mississippi,Amite County,0,0,6,70,70,70,86
050,28,005,Mississippi,Amite County,0,1,1,7516,7516,7500,7409
050,28,005,Mississippi,Amite County,0,1,2,5402,5399,5395,5400
050,28,005,Mississippi,Amite County,0,1,3,22,22,22,28
050,28,005,Mississippi,Amite County,0,1,4,12,12,12,16
050,28,005,Mississippi,Amite County,0,1,5,1,1,1,3
050,28,005,Mississippi,Amite County,0,1,6,68,68,68,82
050,28,005,Mississippi,Amite County,0,2,1,71,71,71,85
050,28,005,Mississippi,Amite County,0,2,2,37,37,37,36
050,28,005,Mississippi,Amite County,0,2,3,0,0,0,0
050,28,005,Mississippi,Amite County,0,2,4,0,0,0,1
050,28,005,Mississippi,Amite County,0,2,5,0,0,0,0
050,28,005,Mississippi,Amite County,0,2,6,2,2,2,4
050,28,005,Mississippi,Amite County,1,0,1,3730,3730,3723,3709
050,28,005,Mississippi,Amite County,1,0,2,2602,2601,2596,2627
050,28,005,Mississippi,Amite County,1,0,3,10,10,10,14
050,28,005,Mississippi,Amite County,1,0,4,2,2,2,5
050,28,005,Mississippi,Amite County,1,0,5,0,0,0,2
050,28,005,Mississippi,Amite County,1,0,6,30,30,30,41
050,28,005,Mississippi,Amite County,1,1,1,3690,3690,3683,3660
050,28,005,Mississippi,Amite County,1,1,2,2583,2582,2577,2609
050,28,005,Mississippi,Amite County,1,1,3,10,10,10,14
050,28,005,Mississippi,Amite County,1,1,4,2,2,2,4
050,28,005,Mississippi,Amite County,1,1,5,0,0,0,2
050,28,005,Mississippi,Amite County,1,1,6,30,30,30,40
050,28,005,Mississippi,Amite County,1,2,1,40,40,40,49
050,28,005,Mississippi,Amite County,1,2,2,19,19,19,18
050,28,005,Mississippi,Amite County,1,2,3,0,0,0,0
050,28,005,Mississippi,Amite County,1,2,4,0,0,0,1
050,28,005,Mississippi,Amite County,1,2,5,0,0,0,0
050,28,005,Mississippi,Amite County,1,2,6,0,0,0,1
050,28,005,Mississippi,Amite County,2,0,1,3857,3857,3848,3785
050,28,005,Mississippi,Amite County,2,0,2,2837,2835,2836,2809
050,28,005,Mississippi,Amite County,2,0,3,12,12,12,14
050,28,005,Mississippi,Amite County,2,0,4,10,10,10,12
050,28,005,Mississippi,Amite County,2,0,5,1,1,1,1
050,28,005,Mississippi,Amite County,2,0,6,40,40,40,45
050,28,005,Mississippi,Amite County,2,1,1,3826,3826,3817,3749
050,28,005,Mississippi,Amite County,2,1,2,2819,2817,2818,2791
050,28,005,Mississippi,Amite County,2,1,3,12,12,12,14
050,28,005,Mississippi,Amite County,2,1,4,10,10,10,12
050,28,005,Mississippi,Amite County,2,1,5,1,1,1,1
050,28,005,Mississippi,Amite County,2,1,6,38,38,38,42
050,28,005,Mississippi,Amite County,2,2,1,31,31,31,36
050,28,005,Mississippi,Amite County,2,2,2,18,18,18,18
050,28,005,Mississippi,Amite County,2,2,3,0,0,0,0
050,28,005,Mississippi,Amite County,2,2,4,0,0,0,0
050,28,005,Mississippi,Amite County,2,2,5,0,0,0,0
050,28,005,Mississippi,Amite County,2,2,6,2,2,2,3
050,28,007,Mississippi,Attala County,0,0,1,11139,11139,11125,11003
050,28,007,Mississippi,Attala County,0,0,2,8217,8217,8217,8221
050,28,007,Mississippi,Attala County,0,0,3,45,45,45,54
050,28,007,Mississippi,Attala County,0,0,4,59,59,59,67
050,28,007,Mississippi,Attala County,0,0,5,4,4,4,4
050,28,007,Mississippi,Attala County,0,0,6,100,100,100,117
050,28,007,Mississippi,Attala County,0,1,1,10871,10871,10857,10735
050,28,007,Mississippi,Attala County,0,1,2,8181,8181,8181,8179
050,28,007,Mississippi,Attala County,0,1,3,35,35,35,42
050,28,007,Mississippi,Attala County,0,1,4,53,53,53,61
050,28,007,Mississippi,Attala County,0,1,5,4,4,4,4
050,28,007,Mississippi,Attala County,0,1,6,97,97,97,114
050,28,007,Mississippi,Attala County,0,2,1,268,268,268,268
050,28,007,Mississippi,Attala County,0,2,2,36,36,36,42
050,28,007,Mississippi,Attala County,0,2,3,10,10,10,12
050,28,007,Mississippi,Attala County,0,2,4,6,6,6,6
050,28,007,Mississippi,Attala County,0,2,5,0,0,0,0
050,28,007,Mississippi,Attala County,0,2,6,3,3,3,3
050,28,007,Mississippi,Attala County,1,0,1,5453,5453,5446,5366
050,28,007,Mississippi,Attala County,1,0,2,3753,3753,3752,3735
050,28,007,Mississippi,Attala County,1,0,3,21,21,21,27
050,28,007,Mississippi,Attala County,1,0,4,26,26,26,28
050,28,007,Mississippi,Attala County,1,0,5,1,1,1,1
050,28,007,Mississippi,Attala County,1,0,6,49,49,49,55
050,28,007,Mississippi,Attala County,1,1,1,5307,5307,5300,5225
050,28,007,Mississippi,Attala County,1,1,2,3733,3733,3732,3710
050,28,007,Mississippi,Attala County,1,1,3,16,16,16,20
050,28,007,Mississippi,Attala County,1,1,4,23,23,23,25
050,28,007,Mississippi,Attala County,1,1,5,1,1,1,1
050,28,007,Mississippi,Attala County,1,1,6,48,48,48,54
050,28,007,Mississippi,Attala County,1,2,1,146,146,146,141
050,28,007,Mississippi,Attala County,1,2,2,20,20,20,25
