SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011
050,26,001,Michigan,Alcona County,0,0,1,10748,10748,10713,10582
050,26,001,Michigan,Alcona County,0,0,2,13,13,13,25
050,26,001,Michigan,Alcona County,0,0,3,67,67,67,75
050,26,001,Michigan,Alcona County,0,0,4,25,25,25,26
050,26,001,Michigan,Alcona County,0,0,5,1,1,1,1
050,26,001,Michigan,Alcona County,0,0,6,88,88,88,91
050,26,001,Michigan,Alcona County,0,1,1,10629,10629,10594,10458
050,26,001,Michigan,Alcona County,0,1,2,13,13,13,25
050,26,001,Michigan,Alcona County,0,1,3,62,62,62,70
050,26,001,Michigan,Alcona County,0,1,4,25,25,25,26
050,26,001,Michigan,Alcona County,0,1,5,1,1,1,1
050,26,001,Michigan,Alcona County,0,1,6,88,88,88,91
050,26,001,Michigan,Alcona County,0,2,1,119,119,119,124
050,26,001,Michigan,Alcona County,0,2,2,0,0,0,0
050,26,001,Michigan,Alcona County,0,2,3,5,5,5,5
050,26,001,Michigan,Alcona County,0,2,4,0,0,0,0
050,26,001,Michigan,Alcona County,0,2,5,0,0,0,0
050,26,001,Michigan,Alcona County,0,2,6,0,0,0,0
050,26,001,Michigan,Alcona County,1,0,1,5469,5469,5452,5362
050,26,001,Michigan,Alcona County,1,0,2,5,5,5,8
050,26,001,Michigan,Alcona County,1,0,3,35,35,35,40
050,26,001,Michigan,Alcona County,1,0,4,5,5,5,5
050,26,001,Michigan,Alcona County,1,0,5,1,1,1,1
050,26,001,Michigan,Alcona County,1,0,6,40,40,40,41
050,26,001,Michigan,Alcona County,1,1,1,5413,5413,5396,5307
050,26,001,Michigan,Alcona County,1,1,2,5,5,5,8
050,26,001,Michigan,Alcona County,1,1,3,33,33,33,38
050,26,001,Michigan,Alcona County,1,1,4,5,5,5,5
050,26,001,Michigan,Alcona County,1,1,5,1,1,1,1
050,26,001,Michigan,Alcona County,1,1,6,40,40,40,41
050,26,001,Michigan,Alcona County,1,2,1,56,56,56,55
050,26,001,Michigan,Alcona County,1,2,2,0,0,0,0
050,26,001,Michigan,Alcona County,1,2,3,2,2,2,2
050,26,001,Michigan,Alcona County,1,2,4,0,0,0,0
050,26,001,Michigan,Alcona County,1,2,5,0,0,0,0
050,26,001,Michigan,Alcona County,1,2,6,0,0,0,0
050,26,001,Michigan,Alcona County,2,0,1,5279,5279,5261,5220
050,26,001,Michigan,Alcona County,2,0,2,8,8,8,17
050,26,001,Michigan,Alcona County,2,0,3,32,32,32,35
050,26,001,Michigan,Alcona County,2,0,4,20,20,20,21
050,26,001,Michigan,Alcona County,2,0,5,0,0,0,0
050,26,001,Michigan,Alcona County,2,0,6,48,48,48,50
050,26,001,Michigan,Alcona County,2,1,1,5216,5216,5198,5151
050,26,001,Michigan,Alcona County,2,1,2,8,8,8,17
050,26,001,Michigan,Alcona County,2,1,3,29,29,29,32
050,26,001,Michigan,Alcona County,2,1,4,20,20,20,21
050,26,001,Michigan,Alcona County,2,1,5,0,0,0,0
050,26,001,Michigan,Alcona County,2,1,6,48,48,48,50
050,26,001,Michigan,Alcona County,2,2,1,63,63,63,69
050,26,001,Michigan,Alcona County,2,2,2,0,0,0,0
050,26,001,Michigan,Alcona County,2,2,3,3,3,3,3
050,26,001,Michigan,Alcona County,2,2,4,0,0,0,0
050,26,001,Michigan,Alcona County,2,2,5,0,0,0,0
050,26,001,Michigan,Alcona County,2,2,6,0,0,0,0
050,26,003,Michigan,Alger County,0,0,1,8305,8305,8284,8198
050,26,003,Michigan,Alger County,0,0,2,612,612,612,625
050,26,003,Michigan,Alger County,0,0,3,397,397,397,396
050,26,003,Michigan,Alger County,0,0,4,34,34,34,35
050,26,003,Michigan,Alger County,0,0,5,0,0,0,1
050,26,003,Michigan,Alger County,0,0,6,253,253,253,258
050,26,003,Michigan,Alger County,0,1,1,8213,8213,8192,8098
050,26,003,Michigan,Alger County,0,1,2,607,607,607,620
050,26,003,Michigan,Alger County,0,1,3,387,387,387,388
050,26,003,Michigan,Alger County,0,1,4,33,33,33,34
050,26,003,Michigan,Alger County,0,1,5,0,0,0,1
050,26,003,Michigan,Alger County,0,1,6,247,247,247,250
050,26,003,Michigan,Alger County,0,2,1,92,92,92,100
050,26,003,Michigan,Alger County,0,2,2,5,5,5,5
050,26,003,Michigan,Alger County,0,2,3,10,10,10,8
050,26,003,Michigan,Alger County,0,2,4,1,1,1,1
050,26,003,Michigan,Alger County,0,2,5,0,0,0,0
050,26,003,Michigan,Alger County,0,2,6,6,6,6,8
050,26,003,Michigan,Alger County,1,0,1,4290,4290,4281,4231
050,26,003,Michigan,Alger County,1,0,2,605,605,605,613
050,26,003,Michigan,Alger County,1,0,3,201,201,201,205
050,26,003,Michigan,Alger County,1,0,4,19,19,19,21
050,26,003,Michigan,Alger County,1,0,5,0,0,0,1
050,26,003,Michigan,Alger County,1,0,6,109,109,109,114
050,26,003,Michigan,Alger County,1,1,1,4242,4242,4233,4181
050,26,003,Michigan,Alger County,1,1,2,602,602,602,610
050,26,003,Michigan,Alger County,1,1,3,195,195,195,201
050,26,003,Michigan,Alger County,1,1,4,19,19,19,21
050,26,003,Michigan,Alger County,1,1,5,0,0,0,1
050,26,003,Michigan,Alger County,1,1,6,107,107,107,111
050,26,003,Michigan,Alger County,1,2,1,48,48,48,50
050,26,003,Michigan,Alger County,1,2,2,3,3,3,3
050,26,003,Michigan,Alger County,1,2,3,6,6,6,4
050,26,003,Michigan,Alger County,1,2,4,0,0,0,0
050,26,003,Michigan,Alger County,1,2,5,0,0,0,0
050,26,003,Michigan,Alger County,1,2,6,2,2,2,3
050,26,003,Michigan,Alger County,2,0,1,4015,4015,4003,3967
050,26,003,Michigan,Alger County,2,0,2,7,7,7,12
050,26,003,Michigan,Alger County,2,0,3,196,196,196,191
050,26,003,Michigan,Alger County,2,0,4,15,15,15,14
050,26,003,Michigan,Alger County,2,0,5,0,0,0,0
050,26,003,Michigan,Alger County,2,0,6,144,144,144,144
050,26,003,Michigan,Alger County,2,1,1,3971,3971,3959,3917
050,26,003,Michigan,Alger County,2,1,2,5,5,5,10
