SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011
050,45,001,South Carolina,Abbeville County,0,0,1,17797,17797,17743,17585
050,45,001,South Carolina,Abbeville County,0,0,2,7204,7204,7195,7116
050,45,001,South Carolina,Abbeville County,0,0,3,62,62,62,65
050,45,001,South Carolina,Abbeville County,0,0,4,77,77,77,96
050,45,001,South Carolina,Abbeville County,0,0,5,5,5,5,5
050,45,001,South Carolina,Abbeville County,0,0,6,272,272,272,294
050,45,001,South Carolina,Abbeville County,0,1,1,17587,17587,17533,17362
050,45,001,South Carolina,Abbeville County,0,1,2,7166,7166,7157,7077
050,45,001,South Carolina,Abbeville County,0,1,3,59,59,59,62
050,45,001,South Carolina,Abbeville County,0,1,4,77,77,77,96
050,45,001,South Carolina,Abbeville County,0,1,5,5,5,5,5
050,45,001,South Carolina,Abbeville County,0,1,6,268,268,268,290
050,45,001,South Carolina,Abbeville County,0,2,1,210,210,210,223
050,45,001,South Carolina,Abbeville County,0,2,2,38,38,38,39
050,45,001,South Carolina,Abbeville County,0,2,3,3,3,3,3
050,45,001,South Carolina,Abbeville County,0,2,4,0,0,0,0
050,45,001,South Carolina,Abbeville County,0,2,5,0,0,0,0
050,45,001,South Carolina,Abbeville County,0,2,6,4,4,4,4
050,45,001,South Carolina,Abbeville County,1,0,1,8775,8775,8748,8653
050,45,001,South Carolina,Abbeville County,1,0,2,3351,3351,3347,3354
050,45,001,South Carolina,Abbeville County,1,0,3,28,28,28,30
050,45,001,South Carolina,Abbeville County,1,0,4,27,27,27,35
050,45,001,South Carolina,Abbeville County,1,0,5,1,1,1,1
050,45,001,South Carolina,Abbeville County,1,0,6,139,139,139,146
050,45,001,South Carolina,Abbeville County,1,1,1,8659,8659,8632,8533
050,45,001,South Carolina,Abbeville County,1,1,2,3335,3335,3331,3337
050,45,001,South Carolina,Abbeville County,1,1,3,26,26,26,28
050,45,001,South Carolina,Abbeville County,1,1,4,27,27,27,35
050,45,001,South Carolina,Abbeville County,1,1,5,1,1,1,1
050,45,001,South Carolina,Abbeville County,1,1,6,135,135,135,142
050,45,001,South Carolina,Abbeville County,1,2,1,116,116,116,120
050,45,001,South Carolina,Abbeville County,1,2,2,16,16,16,17
050,45,001,South Carolina,Abbeville County,1,2,3,2,2,2,2
050,45,001,South Carolina,Abbeville County,1,2,4,0,0,0,0
