SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011
050,12,001,Florida,Alachua County,0,0,1,176369,176369,175869,177860
050,12,001,Florida,Alachua County,0,0,2,50798,50798,50483,50524
050,12,001,Florida,Alachua County,0,0,3,840,840,857,850
050,12,001,Florida,Alachua County,0,0,4,13545,13545,14136,13908
050,12,001,Florida,Alachua County,0,0,5,155,155,190,200
050,12,001,Florida,Alachua County,0,0,6,5629,5629,5883,6023
050,12,001,Florida,Alachua County,0,1,1,158055,158055,156984,158328
050,12,001,Florida,Alachua County,0,1,2,49613,49613,49259,49231
050,12,001,Florida,Alachua County,0,1,3,608,608,625,622
050,12,001,Florida,Alachua County,0,1,4,13305,13305,13874,13671
050,12,001,Florida,Alachua County,0,1,5,133,133,157,167
050,12,001,Florida,Alachua County,0,1,6,4870,4870,5103,5244
050,12,001,Florida,Alachua County,0,2,1,18314,18314,18885,19532
050,12,001,Florida,Alachua County,0,2,2,1185,1185,1224,1293
050,12,001,Florida,Alachua County,0,2,3,232,232,232,228
050,12,001,Florida,Alachua County,0,2,4,240,240,262,237
050,12,001,Florida,Alachua County,0,2,5,22,22,33,33
050,12,001,Florida,Alachua County,0,2,6,759,759,780,779
050,12,001,Florida,Alachua County,1,0,1,86242,86242,85976,86934
050,12,001,Florida,Alachua County,1,0,2,23663,23663,23507,23452
050,12,001,Florida,Alachua County,1,0,3,426,426,438,428
050,12,001,Florida,Alachua County,1,0,4,6680,6680,7035,6859
050,12,001,Florida,Alachua County,1,0,5,82,82,104,105
050,12,001,Florida,Alachua County,1,0,6,2693,2693,2834,2886
050,12,001,Florida,Alachua County,1,1,1,77369,77369,76914,77539
050,12,001,Florida,Alachua County,1,1,2,23106,23106,22921,22833
050,12,001,Florida,Alachua County,1,1,3,302,302,314,307
050,12,001,Florida,Alachua County,1,1,4,6572,6572,6927,6768
050,12,001,Florida,Alachua County,1,1,5,73,73,84,84
050,12,001,Florida,Alachua County,1,1,6,2334,2334,2453,2506
050,12,001,Florida,Alachua County,1,2,1,8873,8873,9062,9395
050,12,001,Florida,Alachua County,1,2,2,557,557,586,619
050,12,001,Florida,Alachua County,1,2,3,124,124,124,121
050,12,001,Florida,Alachua County,1,2,4,108,108,108,91
050,12,001,Florida,Alachua County,1,2,5,9,9,20,21
050,12,001,Florida,Alachua County,1,2,6,359,359,381,380
050,12,001,Florida,Alachua County,2,0,1,90127,90127,89893,90926
050,12,001,Florida,Alachua County,2,0,2,27135,27135,26976,27072
050,12,001,Florida,Alachua County,2,0,3,414,414,419,422
050,12,001,Florida,Alachua County,2,0,4,6865,6865,7101,7049
050,12,001,Florida,Alachua County,2,0,5,73,73,86,95
050,12,001,Florida,Alachua County,2,0,6,2936,2936,3049,3137
050,12,001,Florida,Alachua County,2,1,1,80686,80686,80070,80789
050,12,001,Florida,Alachua County,2,1,2,26507,26507,26338,26398
050,12,001,Florida,Alachua County,2,1,3,306,306,311,315
050,12,001,Florida,Alachua County,2,1,4,6733,6733,6947,6903
050,12,001,Florida,Alachua County,2,1,5,60,60,73,83
050,12,001,Florida,Alachua County,2,1,6,2536,2536,2650,2738
050,12,001,Florida,Alachua County,2,2,1,9441,9441,9823,10137
050,12,001,Florida,Alachua County,2,2,2,628,628,638,674
050,12,001,Florida,Alachua County,2,2,3,108,108,108,107
050,12,001,Florida,Alachua County,2,2,4,132,132,154,146
050,12,001,Florida,Alachua County,2,2,5,13,13,13,12
050,12,001,Florida,Alachua County,2,2,6,400,400,399,399
050,12,003,Florida,Baker County,0,0,1,22821,22821,22805,22744
050,12,003,Florida,Baker County,0,0,2,3697,3697,3697,3782
050,12,003,Florida,Baker County,0,0,3,77,77,77,80
050,12,003,Florida,Baker County,0,0,4,138,138,138,144
050,12,003,Florida,Baker County,0,0,5,5,5,5,5
050,12,003,Florida,Baker County,0,0,6,377,377,377,399
050,12,003,Florida,Baker County,0,1,1,22371,22371,22355,22239
050,12,003,Florida,Baker County,0,1,2,3659,3659,3659,3731
050,12,003,Florida,Baker County,0,1,3,72,72,72,71
050,12,003,Florida,Baker County,0,1,4,133,133,133,139
050,12,003,Florida,Baker County,0,1,5,5,5,5,5
050,12,003,Florida,Baker County,0,1,6,355,355,355,375
050,12,003,Florida,Baker County,0,2,1,450,450,450,505
050,12,003,Florida,Baker County,0,2,2,38,38,38,51
050,12,003,Florida,Baker County,0,2,3,5,5,5,9
