SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,10,001,Delaware,Kent County,1,0,162310,78035,84275,55030,57771,18605,21155,554,581,1404,2002,62,74,2380,2692,57029,59987,20235,22938,1248,1464,1954,2640,148,198,73456,79508,51719,54452,17770,20194,452,475,1362,1960,34,41,2119,2386,53512,56425,19220,21770,1054,1232,1837,2534,109,149,4579,4767,3311,3319,835,961,102,106,42,42,28,33,261,306,3517,3562,1015,1168,194,232,117,106,39,49
050,10,001,Delaware,Kent County,1,1,11150,5706,5444,3557,3343,1552,1483,30,25,88,108,3,6,476,479,3998,3774,1936,1858,96,104,185,205,19,24,5106,4828,3189,2937,1403,1356,22,14,85,105,0,2,407,414,3573,3316,1734,1679,71,77,162,188,13,15,600,616,368,406,149,127,8,11,3,3,3,4,69,65,425,458,202,179,25,27,23,17,6,9
050,10,001,Delaware,Kent County,1,2,11286,5724,5562,3630,3361,1535,1597,29,32,115,125,8,6,407,441,3992,3758,1866,1926,96,112,195,218,19,12,5199,5058,3290,3047,1424,1476,15,20,111,120,2,3,357,392,3612,3402,1714,1772,67,85,177,202,10,9,525,504,340,314,111,121,14,12,4,5,6,3,50,49,380,356,152,154,29,27,18,16,9,3
050,10,001,Delaware,Kent County,1,3,11119,5700,5419,3564,3351,1629,1565,38,32,111,96,8,6,350,369,3874,3661,1889,1843,115,128,178,170,15,21,5319,4979,3312,3063,1549,1467,28,26,105,90,4,2,321,331,3597,3342,1790,1723,99,105,160,155,11,15,381,440,252,288,80,98,10,6,6,6,4,4,29,38,277,319,99,120,16,23,18,15,4,6
050,10,001,Delaware,Kent County,1,4,12370,6198,6172,3732,3540,2035,2196,46,40,111,88,4,5,270,303,3959,3786,2214,2403,118,145,189,164,14,23,5753,5722,3442,3266,1919,2066,38,30,109,82,2,3,243,275,3648,3491,2084,2250,95,123,180,155,11,20,445,450,290,274,116,130,8,10,2,6,2,2,27,28,311,295,130,153,23,22,9,9,3,3
050,10,001,Delaware,Kent County,1,5,12237,6138,6099,3929,3685,1863,2043,42,40,105,109,9,8,190,214,4073,3857,1979,2176,115,115,161,166,18,16,5644,5665,3550,3392,1785,1937,33,32,101,106,7,7,168,191,3680,3545,1886,2055,95,93,152,162,15,14,494,434,379,293,78,106,9,8,4,3,2,1,22,23,393,312,93,121,20,22,9,4,3,2
050,10,001,Delaware,Kent County,1,6,10494,5084,5410,3617,3689,1193,1380,32,38,90,126,6,7,146,170,3742,3824,1275,1484,79,95,129,180,13,21,4653,4984,3279,3389,1123,1293,22,30,87,126,4,1,138,145,3397,3503,1202,1382,64,77,124,170,10,14,431,426,338,300,70,87,10,8,3,0,2,6,8,25,345,321,73,102,15,18,5,10,3,7
050,10,001,Delaware,Kent County,1,7,9523,4452,5071,3253,3490,958,1264,39,32,93,142,4,9,105,134,3333,3598,1021,1338,78,80,123,185,9,15,4086,4726,2967,3233,910,1206,27,23,91,142,1,4,90,118,3035,3329,966,1268,58,63,117,183,6,9,366,345,286,257,48,58,12,9,2,0,3,5,15,16,298,269,55,70,20,17,6,2,3,6
050,10,001,Delaware,Kent County,1,8,9824,4608,5216,3275,3571,1078,1313,35,43,131,170,5,4,84,115,3336,3654,1124,1372,66,101,165,201,7,12,4311,4884,3055,3334,1024,1254,28,29,124,163,1,1,79,103,3112,3408,1068,1306,57,79,156,193,2,8,297,332,220,237,54,59,7,14,7,7,4,3,5,12,224,246,56,66,9,22,9,8,5,4
050,10,001,Delaware,Kent County,1,9,10746,5183,5563,3791,3856,1156,1373,32,52,132,173,3,3,69,106,3839,3933,1192,1432,77,107,143,199,7,11,4943,5298,3607,3659,1117,1326,28,45,127,170,3,2,61,96,3650,3729,1147,1379,68,96,136,193,7,8,240,265,184,197,39,47,4,7,5,3,0,1,8,10,189,204,45,53,9,11,7,6,0,3
050,10,001,Delaware,Kent County,1,10,12028,5803,6225,4308,4469,1278,1439,45,42,108,185,1,5,63,85,4353,4532,1302,1477,79,90,126,209,6,11,5574,5980,4117,4288,1252,1393,37,34,108,183,0,4,60,78,4159,4346,1273,1427,71,76,126,206,5,10,229,245,191,181,26,46,8,8,0,2,1,1,3,7,194,186,29,50,8,14,0,3,1,1
050,10,001,Delaware,Kent County,1,11,11149,5267,5882,3973,4270,1083,1333,50,47,85,138,6,10,70,84,4020,4331,1121,1374,91,96,100,161,9,16,5095,5689,3836,4128,1063,1298,44,45,84,135,6,8,62,75,3878,4182,1094,1335,83,89,97,155,9,14,172,193,137,142,20,35,6,2,1,3,0,2,8,9,142,149,27,39,8,7,3,6,0,2
